node1,node2,timestamp
45,113,1
5,10,1
6,38,1
8,41,1
42,53,1
23,109,1
44,113,1
42,115,1
30,36,1
84,148,1
77,115,1
69,123,1
23,58,1
35,128,1
45,109,1
55,85,1
94,109,2
4,55,3
6,98,4
31,72,5
31,71,6
27,76,7
20,42,8
14,67,9
68,115,10
47,75,11
24,81,12
58,95,13
39,119,14
35,37,14
31,80,14
36,44,14
21,111,15
7,31,16
37,109,17
38,82,18
45,129,19
35,50,20
45,62,20
23,87,21
67,74,22
19,85,23
31,70,24
33,151,25
1,58,26
5,36,26
90,115,26
1,15,26
38,64,26
9,62,26
38,90,27
34,113,28
48,115,29
4,90,30
16,113,31
146,147,32
20,57,33
3,53,34
1,62,35
6,109,36
37,39,37
73,80,38
4,86,39
13,69,40
59,95,41
26,83,42
38,44,43
17,56,44
39,73,45
37,98,46
13,68,46
76,90,46
5,69,46
1,36,46
66,77,46
46,129,46
11,54,46
49,101,46
76,91,47
16,98,48
4,117,49
13,38,49
22,27,50
73,74,51
44,151,52
2,13,53
24,32,54
100,113,55
2,57,56
84,149,57
40,45,58
69,77,59
66,86,60
33,63,61
1,109,62
13,82,62
37,56,63
29,119,64
37,65,65
109,110,66
33,98,67
56,58,68
1,17,69
47,75,70
45,59,71
29,47,72
23,37,73
47,50,74
14,92,75
24,32,76
10,44,76
1,67,76
33,34,77
35,78,77
40,47,77
113,122,78
1,7,79
39,119,80
27,76,81
14,69,81
72,112,81
23,113,81
28,54,81
7,57,81
10,94,81
50,101,82
79,84,83
9,32,84
18,79,85
36,115,85
45,136,85
17,45,85
46,64,85
13,117,86
90,138,87
76,85,88
28,115,89
37,58,89
19,85,90
33,106,91
21,37,92
5,31,93
26,115,94
47,78,95
7,45,96
48,85,96
5,10,97
64,69,98
31,66,99
60,83,99
67,80,99
23,24,99
5,14,99
35,61,99
38,105,100
56,59,101
17,53,102
31,70,102
26,39,102
2,59,102
29,37,102
59,89,102
1,76,103
27,84,103
63,83,104
3,69,104
15,82,104
38,125,104
8,38,104
53,124,104
66,68,105
59,88,106
7,87,106
42,54,107
24,83,108
49,69,108
37,126,108
38,130,108
22,82,108
37,62,108
8,81,109
47,149,110
10,79,110
32,42,111
61,71,112
1,8,112
27,88,112
38,95,112
9,80,112
42,76,112
23,90,113
35,71,114
56,58,115
1,15,116
4,52,117
15,56,118
8,68,119
9,58,120
4,27,120
23,109,121
47,66,122
11,12,123
47,101,124
37,86,125
43,64,126
16,44,127
29,88,127
18,113,128
47,125,128
82,110,129
18,38,130
33,54,131
14,56,132
1,2,133
6,99,134
22,115,135
6,41,136
6,130,137
56,117,138
31,115,139
19,90,140
3,17,141
50,87,142
16,121,142
45,47,143
40,47,144
16,23,145
40,84,145
29,102,145
45,113,146
20,95,147
73,104,147
60,80,148
36,38,149
2,71,150
23,61,151
6,113,152
22,89,153
33,34,154
35,51,155
22,115,156
42,90,157
86,115,158
18,88,159
1,95,160
56,71,161
13,51,162
95,98,163
47,108,164
21,44,165
80,143,166
9,73,167
38,78,167
22,72,167
50,123,167
35,86,167
10,109,168
33,104,168
45,61,168
56,75,169
30,45,170
23,130,171
42,94,172
26,113,173
9,66,174
69,124,175
17,38,176
18,86,177
8,113,178
67,113,179
33,43,180
40,47,181
49,65,182
10,75,183
43,45,184
10,32,185
68,166,186
37,51,186
1,118,187
60,104,188
10,87,189
53,101,190
23,130,191
9,37,191
26,64,192
11,37,193
50,82,194
37,123,195
29,38,196
79,80,197
1,49,197
56,88,197
42,65,197
14,117,198
40,94,199
70,105,200
33,94,201
15,80,202
3,60,203
47,66,204
40,121,205
2,151,206
35,88,207
22,39,208
51,77,209
89,94,210
22,104,211
23,39,212
84,151,213
2,46,214
2,10,215
45,135,216
101,113,217
56,67,218
27,63,219
23,55,220
30,50,221
35,123,221
35,77,222
4,40,223
5,32,224
2,100,225
113,115,226
34,47,226
70,89,226
95,123,226
27,76,226
75,89,226
7,11,226
66,84,226
1,46,226
54,113,226
46,72,226
38,128,226
45,59,227
20,36,228
38,133,229
67,68,230
85,90,231
5,72,232
13,85,233
8,50,233
66,72,234
18,64,235
42,110,236
9,83,237
76,89,238
62,80,239
36,86,239
35,80,239
26,81,239
20,111,239
63,113,239
20,50,239
68,113,239
32,70,240
36,45,241
43,100,242
22,46,243
15,66,244
35,39,245
47,58,246
5,72,247
31,103,248
39,113,249
38,49,249
22,45,249
37,123,250
35,106,250
